id,uuid,observed_on,time_observed_at,time_zone,user_id,user_name,tag_list,description,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,positional_accuracy,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
228190232,1da5e86a-0b6b-4607-b611-b903b6cfac64,2024-07-06,2024-07-06 14:20:29 UTC,Pacific Time (US & Canada),2442028,Olivia VanDamme,"","",2,0,"North Pacific Ocean, CA, US",37.5171783333,-122.5145116667,5,Acanthodoris rhodoceras,Black and White Dorid,Mollusca,47482,Doridina,Onchidoridoidea,Onchidorididae,,,,,Acanthodoris,,Acanthodoris rhodoceras,,,,
228285777,4ae417ab-d566-4330-a327-1b859d2e0e6d,2024-02-24,2024-02-24 23:57:23 UTC,Pacific Time (US & Canada),2188805,Anna,"",,1,0,"Monterey County, CA, USA",36.6486472222,-121.9450361111,,Peltodoris nobilis,Noble Dorid,Mollusca,48450,Doridina,Doridoidea,Discodorididae,,,,,Peltodoris,,Peltodoris nobilis,,,,
228309943,219d4621-d02c-4e51-bd61-6188c7c788b9,2024-07-09,2024-07-09 15:31:42 UTC,Pacific Time (US & Canada),2059486,"","","",1,0,"North Pacific Ocean, CA, US",37.4938716667,-122.49923,4,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
228310080,ce04d12f-1860-4674-8011-98273935a019,2024-07-09,2024-07-09 15:45:01 UTC,Pacific Time (US & Canada),2059486,"","","",1,0,"North Pacific Ocean, CA, US",37.4935,-122.4986366667,4,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228310253,e936c0d4-9ff5-4e0e-98ec-45ff1c6a1b7a,2024-07-09,2024-07-09 15:08:43 UTC,Pacific Time (US & Canada),2059486,"","","",1,0,"North Pacific Ocean, CA, US",37.4944533333,-122.4992216667,3,Geitodoris heathi,Heath's Dorid,Mollusca,47505,Doridina,Doridoidea,Discodorididae,,,,,Geitodoris,,Geitodoris heathi,,,,
228344111,b76a32ac-790a-48c8-bec2-7e4157670865,2024-07-09,2024-07-09 17:38:14 UTC,Pacific Time (US & Canada),19715,Gena Bentall,"","",1,0,"Elkhorn Slough, Moss Landing, CA, US",36.8131966667,-121.7722333333,3,Dendronotus iris,Giant Nudibranch,Mollusca,47706,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus iris,,,,
228484015,69649d66-7cd9-4136-85e8-a541d4f82a73,2024-07-10,2024-07-10 17:58:37 UTC,Pacific Time (US & Canada),2873,James Maughn,"","",1,0,"Santa Cruz, CA 95062, USA",36.96713771,-122.00347561,6,Anteaeolidiella oliviae,Olive's Aeolid,Mollusca,464287,Cladobranchia,Aeolidioidea,Aeolidiidae,,,,,Anteaeolidiella,,Anteaeolidiella oliviae,,,,
228562935,5f268bdb-15bf-45d1-92b9-2074a91334ad,2024-07-10,2024-07-11 01:52:00 UTC,Pacific Time (US & Canada),2873,James Maughn,"","",1,0,"Seabright, Santa Cruz, CA 95062, USA",36.9661973236,-122.0034823809,2,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228562936,9d1b0d60-a0c0-4c13-a557-2e5a22c41ab2,2024-07-10,2024-07-11 01:52:00 UTC,Pacific Time (US & Canada),2873,James Maughn,"","",1,0,"Seabright, Santa Cruz, CA 95062, USA",36.9661978674,-122.0034823809,2,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
228575020,42c395c9-f858-40c8-b7d9-784d92f2b31a,2024-07-10,2024-07-11 01:31:23 UTC,Pacific Time (US & Canada),969961,Lærke Haffgaard,"",,1,0,"Seabright, Santa Cruz, CA 95062, USA",36.9661044368,-122.0034775883,38,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
228575151,93d113e0-a2b5-43f9-b0b3-372716e7e095,2024-07-10,2024-07-11 01:30:27 UTC,Pacific Time (US & Canada),969961,Lærke Haffgaard,"",,4,0,"Seabright, Santa Cruz, CA 95062, USA",36.9661446192,-122.0034923404,51,Anteaeolidiella chromosoma,Colorful Aeolid,Mollusca,533048,Cladobranchia,Aeolidioidea,Aeolidiidae,,,,,Anteaeolidiella,,Anteaeolidiella chromosoma,,,,
228663050,e7e7a987-2149-43be-be3d-78f26b614be8,2024-07-06,2024-07-06 14:32:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
228663055,8572acb9-b6fa-4307-9bb3-d54a8c4084f0,2024-07-06,2024-07-06 13:06:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Hermissenda crassicornis,Horned Nudibranch,Mollusca,495552,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda crassicornis,,,,
228663056,750ab037-d7ff-4297-94be-d8bd3d70a4e3,2024-07-06,2024-07-06 13:19:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228663057,0bb78c7b-3c23-44e3-859b-fa5617a93a1d,2024-07-06,2024-07-06 13:06:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Doto amyra,Hammerhead Doto,Mollusca,47655,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto amyra,,,,
228663062,900a63a0-76b4-4103-8f17-76234cd928ff,2024-07-06,2024-07-06 13:33:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Aldisa sanguinea,Red Aldisa,Mollusca,50098,Doridina,Chromodoridoidea,Cadlinidae,,,,,Aldisa,,Aldisa sanguinea,,,,
228663063,03768795-dd20-4df5-9d29-52b84cfaa0b1,2024-07-06,2024-07-06 13:40:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Dendronotus albus,White Dendronotus,Mollusca,47773,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus albus,,,,
228663067,251c8158-a103-441d-8c0a-5f5c5b784ac1,2024-07-06,2024-07-06 13:44:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Abronica abronia,Elegant Aeolid,Mollusca,544324,Cladobranchia,Fionoidea,Abronicidae,,,,,Abronica,,Abronica abronia,,,,
228663068,f9d7c277-1739-41ba-b6d5-d58fe1599895,2024-07-06,2024-07-06 14:03:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228663070,09f59d55-ac18-430b-b9c8-a82702d3a52e,2024-07-06,2024-07-06 14:26:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Pacific Grove, CA, USA",36.6384062561,-121.9356988048,212,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
228663527,6560e688-3ac1-416c-bdb7-ae1d43122993,2024-07-06,2024-07-06 16:42:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6085251672,-121.8936831839,115,Coryphella trilineata,Three-lined Aeolid,Mollusca,1392222,Cladobranchia,Fionoidea,Coryphellidae,,,,,Coryphella,,Coryphella trilineata,,,,
228663529,bc2f698a-5d3c-4424-aa42-aeef2ff751a6,2024-07-06,2024-07-06 16:44:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6085251672,-121.8936831839,115,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
228663535,c41793fc-fc40-4696-8dc7-873d955858c4,2024-07-06,2024-07-06 16:47:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6085251672,-121.8936831839,115,Hermissenda crassicornis,Horned Nudibranch,Mollusca,495552,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda crassicornis,,,,
228663536,20643527-02ce-42b0-93fc-38a0bb77f573,2024-07-06,2024-07-06 17:00:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6085251672,-121.8936831839,115,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228663538,25b51ada-45b7-40fe-8b7a-24db51e39b70,2024-07-06,2024-07-06 16:56:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6085251672,-121.8936831839,115,Coryphella trilineata,Three-lined Aeolid,Mollusca,1392222,Cladobranchia,Fionoidea,Coryphellidae,,,,,Coryphella,,Coryphella trilineata,,,,
228665003,5363e36c-9b05-49bf-a56e-7070e2df6d57,2024-07-06,2024-07-06 20:08:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
228665005,01a8c89d-2f1d-4f78-94d9-48e99bc000bd,2024-07-06,2024-07-06 20:10:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Coryphella trilineata,Three-lined Aeolid,Mollusca,1392222,Cladobranchia,Fionoidea,Coryphellidae,,,,,Coryphella,,Coryphella trilineata,,,,
228665006,c14d5186-48dc-417e-9b33-d7af9d09f2dc,2024-07-06,2024-07-06 20:12:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
228665008,c8f05767-58c0-4340-ab92-5448a8efebdd,2024-07-06,2024-07-06 20:24:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Polycera atra,Sorcerer's Dorid,Mollusca,48458,Doridina,Polyceroidea,Polyceridae,Polycerinae,,,,Polycera,,Polycera atra,,,,
228665009,b2d11bb5-8b5b-4b6b-9bba-882f1459838a,2024-07-06,2024-07-06 20:43:00 UTC,Pacific Time (US & Canada),3574065,,"",13 Spanish shawls spotted on the northwest side of the Old Fisherman's Wharf,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Flabellinopsis iodinea,Spanish Shawl,Mollusca,194495,Cladobranchia,Aeolidioidea,Flabellinopsidae,,,,,Flabellinopsis,,Flabellinopsis iodinea,,,,
228665011,cf627bc7-2f7c-4f6f-a5f5-fe4b601966ef,2024-07-06,2024-07-06 20:35:00 UTC,Pacific Time (US & Canada),3574065,,"",13 Spanish shawls spotted on the northwest side of the Old Fisherman's Wharf,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Flabellinopsis iodinea,Spanish Shawl,Mollusca,194495,Cladobranchia,Aeolidioidea,Flabellinopsidae,,,,,Flabellinopsis,,Flabellinopsis iodinea,,,,
228665014,087021f5-6a74-4e11-ba22-08092affc602,2024-07-06,2024-07-06 21:07:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Flabellinopsis iodinea,Spanish Shawl,Mollusca,194495,Cladobranchia,Aeolidioidea,Flabellinopsidae,,,,,Flabellinopsis,,Flabellinopsis iodinea,,,,
228665015,48b1da75-9412-438e-a033-b5658f376c2c,2024-07-06,2024-07-06 21:06:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"Monterey, CA, USA",36.6051240004,-121.8929164172,24,Flabellinopsis iodinea,Spanish Shawl,Mollusca,194495,Cladobranchia,Aeolidioidea,Flabellinopsidae,,,,,Flabellinopsis,,Flabellinopsis iodinea,,,,
228669813,ca6e843b-1b7d-4aa8-addd-af66b5515576,2024-05-10,2024-05-10 13:48:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Abronica abronia,Elegant Aeolid,Mollusca,544324,Cladobranchia,Fionoidea,Abronicidae,,,,,Abronica,,Abronica abronia,,,,
228669816,c35b63c6-c826-469d-9a38-450c722d8242,2024-05-10,2024-05-10 13:57:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Doto amyra,Hammerhead Doto,Mollusca,47655,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto amyra,,,,
228669817,a5992585-9a15-4948-988f-fd4799edd991,2024-05-10,2024-05-10 14:00:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Triopha catalinae,Clown Dorid,Mollusca,47454,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha catalinae,,,,
228669819,d0922b3d-ab34-4886-9bf2-d5d83e01fa2c,2024-05-10,2024-05-10 14:01:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
228669823,3c1d9472-8ccc-4723-888b-4af30fedf587,2024-05-10,2024-05-10 14:02:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
228669824,46b54244-8456-4746-8376-963ca234c931,2024-05-10,2024-05-10 14:05:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Anteaeolidiella oliviae,Olive's Aeolid,Mollusca,464287,Cladobranchia,Aeolidioidea,Aeolidiidae,,,,,Anteaeolidiella,,Anteaeolidiella oliviae,,,,
228669827,93556ba8-fd80-42a2-b898-e68c7cfcc35f,2024-05-10,2024-05-10 14:11:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
228669828,53a2d284-539a-4dce-b74f-dad408ca7044,2024-05-10,2024-05-10 14:25:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Doto columbiana,British Columbia Doto,Mollusca,47774,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto columbiana,,,,
228669830,787bfda9-1a6f-4954-b528-17e07d8d4f41,2024-05-10,2024-05-10 14:28:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Geitodoris heathi,Heath's Dorid,Mollusca,47505,Doridina,Doridoidea,Discodorididae,,,,,Geitodoris,,Geitodoris heathi,,,,
228669831,4bcfac65-7398-4c86-8d7a-9cc195665695,2024-05-10,2024-05-10 14:32:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Acanthodoris rhodoceras,Black and White Dorid,Mollusca,47482,Doridina,Onchidoridoidea,Onchidorididae,,,,,Acanthodoris,,Acanthodoris rhodoceras,,,,
228669833,2d5aaea5-2134-4cbe-9a64-935a40a77f55,2024-05-10,2024-05-10 14:36:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
228669834,b92c48db-8b26-4c36-bc04-c810e68c5642,2024-05-10,2024-05-10 14:40:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
228669835,0f4eb240-dfd8-495c-b5d6-92a9dcc3d5b0,2024-05-10,2024-05-10 14:43:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Peltodoris nobilis,Noble Dorid,Mollusca,48450,Doridina,Doridoidea,Discodorididae,,,,,Peltodoris,,Peltodoris nobilis,,,,
228669836,fc94816d-775f-456b-a368-969b8b3e0f8c,2024-05-10,2024-05-10 14:45:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Phidiana hiltoni,Hilton's Aeolid,Mollusca,48724,Cladobranchia,Aeolidioidea,Facelinidae,,,,,Phidiana,,Phidiana hiltoni,,,,
228669839,6ba1c235-2356-471d-a810-9a589f79c7c4,2024-05-10,2024-05-10 14:49:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
228669840,174d62a2-c3cf-4d5f-9788-07c7b057834c,2024-05-10,2024-05-10 14:50:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
228669843,d1edca18-12a1-4b82-8f6a-8f2c78e66eaa,2024-05-10,2024-05-10 14:54:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Doto columbiana,British Columbia Doto,Mollusca,47774,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto columbiana,,,,
228669845,a2a3fbb4-a466-49d0-9e25-bb0121417e1f,2024-05-10,2024-05-10 15:00:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dirona picta,Colorful Dirona,Mollusca,48978,Cladobranchia,Proctonotoidea,Dironidae,,,,,Dirona,,Dirona picta,,,,
228669846,be138701-469e-4907-8d41-2604ec6e6440,2024-05-10,2024-05-10 15:00:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
228669849,993f88d8-22c6-4116-b812-b07e10261aa7,2024-05-10,2024-05-10 15:02:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
228669850,b65beb25-d745-4ea7-83ad-61d5c082d457,2024-05-10,2024-05-10 15:02:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Acanthodoris rhodoceras,Black and White Dorid,Mollusca,47482,Doridina,Onchidoridoidea,Onchidorididae,,,,,Acanthodoris,,Acanthodoris rhodoceras,,,,
228669854,c5247c59-22cd-4cc2-84e0-c1bab94853d4,2024-05-10,2024-05-10 15:03:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
228669857,93201814-c37f-4841-ad59-bc35f69a69e9,2024-05-10,2024-05-10 15:07:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Doto amyra,Hammerhead Doto,Mollusca,47655,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto amyra,,,,
228669860,2bf1b63e-9b0e-48f3-9772-bdd6ce9ba3e1,2024-05-10,2024-05-10 15:08:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
228669861,0618990e-1a21-45be-a1ef-8e3fb3bc2c9b,2024-05-10,2024-05-10 15:11:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Doto columbiana,British Columbia Doto,Mollusca,47774,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto columbiana,,,,
228669863,8f8a500a-15b1-4dc5-932c-2c99c479640f,2024-05-10,2024-05-10 15:20:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
228669864,da83c5dd-055b-4a64-9057-c4f1d6cd57a0,2024-05-10,2024-05-10 13:23:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
228669866,db8cd780-7459-4583-b09e-60b5b7c3dd5b,2024-05-10,2024-05-10 13:25:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
228669868,9e50b6e9-fda4-4286-aca5-e5ba39df79d2,2024-05-10,2024-05-10 13:30:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Limacia cockerelli,Cockerell's Dorid,Mollusca,538830,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Limacia,,Limacia cockerelli,,,,
228669869,cab49e21-d701-4699-a053-77078dbb03b9,2024-05-10,2024-05-10 13:32:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228669872,245ee2ee-d63c-49b3-b0db-58e12a573c43,2024-05-10,2024-05-10 13:33:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Phidiana hiltoni,Hilton's Aeolid,Mollusca,48724,Cladobranchia,Aeolidioidea,Facelinidae,,,,,Phidiana,,Phidiana hiltoni,,,,
228669873,3973e5a8-dea0-4879-81bf-8138a11282b3,2024-05-10,2024-05-10 13:39:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
228669874,2a27864a-325a-40be-91c4-0c0b9848b80c,2024-05-10,2024-05-10 13:42:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Limacia mcdonaldi,McDonald's Dorid,Mollusca,538831,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Limacia,,Limacia mcdonaldi,,,,
228669875,81f55716-d4b9-4aa2-8ece-e056cae2021f,2024-05-10,2024-05-10 13:42:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Phidiana hiltoni,Hilton's Aeolid,Mollusca,48724,Cladobranchia,Aeolidioidea,Facelinidae,,,,,Phidiana,,Phidiana hiltoni,,,,
228669876,785b27bd-fc8f-47f4-99b1-11a0d742247f,2024-05-10,2024-05-10 13:43:00 UTC,Pacific Time (US & Canada),3574065,,"",,1,0,"San Mateo County, CA, USA",37.4943948985,-122.4977384259,191,Coryphella trilineata,Three-lined Aeolid,Mollusca,1392222,Cladobranchia,Fionoidea,Coryphellidae,,,,,Coryphella,,Coryphella trilineata,,,,
228890141,50a80f80-4da7-4fb1-9e71-7abf6bf09a92,2024-07-12,2024-07-12 17:08:09 UTC,Pacific Time (US & Canada),3486770,Melisa Clarke,"","",1,0,"North Pacific Ocean, Pescadero, CA, US",37.183045,-122.3921583333,19,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228947005,2b5d7740-9fdf-4c53-863c-e6e9bd3d482e,2024-07-12,2024-07-12 17:09:30 UTC,Pacific Time (US & Canada),140950,A Clarke,"","",2,0,"North Pacific Ocean, Pescadero, CA, US",37.18292,-122.39212,4,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
228956932,9c0e5366-ea35-432c-a509-6aa5463410a9,2024-07-10,,Pacific Time (US & Canada),2873,James Maughn,"","",1,0,"Santa Cruz, CA, USA",36.9636111049,-122.0015685546,25,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
